BRTH_YR,ETHCTY,NAME,CNT
2011,WHITE NON HISPANIC,RIVKA,113
2011,WHITE NON HISPANIC,RIVKY,43
2011,WHITE NON HISPANIC,ROCHEL,22
2011,WHITE NON HISPANIC,ROIZY,13
2011,WHITE NON HISPANIC,ROSE,35
2011,WHITE NON HISPANIC,RUBY,28
2011,WHITE NON HISPANIC,RUCHY,12
2011,WHITE NON HISPANIC,RUTH,11
2011,WHITE NON HISPANIC,RYAN,14
2011,WHITE NON HISPANIC,SABRINA,34
2011,WHITE NON HISPANIC,SADIE,32
2011,WHITE NON HISPANIC,SALMA,17
2011,WHITE NON HISPANIC,SAMANTHA,74
2011,WHITE NON HISPANIC,SARA,107
2011,WHITE NON HISPANIC,SARAH,177
2011,WHITE NON HISPANIC,SASHA,16
2011,WHITE NON HISPANIC,SAVANNAH,16
2011,WHITE NON HISPANIC,SCARLETT,31
2011,WHITE NON HISPANIC,SERENA,16
2011,WHITE NON HISPANIC,SHAINA,16
2011,WHITE NON HISPANIC,SHAINDEL,15
2011,WHITE NON HISPANIC,SHAINDY,48
2011,WHITE NON HISPANIC,SHEVY,10
2011,WHITE NON HISPANIC,SHIFRA,20
2011,WHITE NON HISPANIC,SHIRA,22
2011,WHITE NON HISPANIC,SHOSHANA,22
2011,WHITE NON HISPANIC,SIENA,16
2011,WHITE NON HISPANIC,SIENNA,38
2011,WHITE NON HISPANIC,SIMA,19
2011,WHITE NON HISPANIC,SIMI,10
2011,WHITE NON HISPANIC,SIMONE,15
2011,WHITE NON HISPANIC,SKYLAR,17
2011,WHITE NON HISPANIC,SLOANE,17
2011,WHITE NON HISPANIC,SOFIA,122
2011,WHITE NON HISPANIC,SOPHIA,180
2011,WHITE NON HISPANIC,SOPHIE,65
2011,WHITE NON HISPANIC,STELLA,69
2011,WHITE NON HISPANIC,SUMMER,16
2011,WHITE NON HISPANIC,SURI,14
2011,WHITE NON HISPANIC,SURY,20
2011,WHITE NON HISPANIC,SYDNEY,35
2011,WHITE NON HISPANIC,SYLVIA,11
2011,WHITE NON HISPANIC,TALIA,26
2011,WHITE NON HISPANIC,TAMAR,11
2011,WHITE NON HISPANIC,TAYLOR,25
2011,WHITE NON HISPANIC,TESSA,14
2011,WHITE NON HISPANIC,TOBY,39
2011,WHITE NON HISPANIC,TZIPORA,12
2011,WHITE NON HISPANIC,TZIPORAH,10
2011,WHITE NON HISPANIC,TZIPPY,10
2011,WHITE NON HISPANIC,TZIVIA,14
2011,WHITE NON HISPANIC,VALENTINA,31
2011,WHITE NON HISPANIC,VALERIE,11
2011,WHITE NON HISPANIC,VANESSA,14
2011,WHITE NON HISPANIC,VERA,19
2011,WHITE NON HISPANIC,VERONICA,22
2011,WHITE NON HISPANIC,VERONIKA,11
2011,WHITE NON HISPANIC,VICTORIA,84
2011,WHITE NON HISPANIC,VIOLET,38
2011,WHITE NON HISPANIC,VIVIAN,30
2011,WHITE NON HISPANIC,VIVIENNE,21
2011,WHITE NON HISPANIC,WILLA,13
2011,WHITE NON HISPANIC,YACHET,13
2011,WHITE NON HISPANIC,YAEL,21
2011,WHITE NON HISPANIC,YASMINE,10
2011,WHITE NON HISPANIC,YEHUDIS,23
2011,WHITE NON HISPANIC,YIDES,25
2011,WHITE NON HISPANIC,YITTY,32
2011,WHITE NON HISPANIC,YOCHEVED,20
2011,WHITE NON HISPANIC,ZISSY,25
2011,WHITE NON HISPANIC,ZOE,81
2011,WHITE NON HISPANIC,ZOEY,21
